CustomerID,Gender,Age,Region,MembershipLevel,VisitCount,AveragePurchaseAmount,TotalPurchaseAmount,SatisfactionScore,LastPurchaseDate,CouponUsed,PreferredCategory,SignupDate,Email,PurchaseStatus,AgeGroup,PurchaseGrade,RecentPurchase
CUST100891,Female,37.0,Daegu,Basic,4,44300.0,1060425.0,3.7,2026-02-08,Y,Beauty,2025-04-26,customer891@example.com,0,30대,VIP,False
CUST100884,Male,22.0,Incheon,Basic,12,87500.0,517800.0,4.7,2026-02-11,Y,Fashion,2024-06-21,customer884@example.com,0,20대,High,False
CUST100469,Male,30.0,Gyeonggi,Silver,17,212700.0,701600.0,3.9,2025-12-21,Y,Electronics,2022-12-23,customer469@example.com,1,30대,VIP,False
CUST101073,Female,40.0,Seoul,Gold,9,102000.0,464800.0,3.7,2026-03-01,N,Home,2020-11-07,customer1073@example.com,1,40대,High,False
CUST100463,Female,41.0,Gwangju,gold,9,44900.0,149500.0,2.4,2026-04-20,N,Fashion,,customer463@example.com,0,40대,Low,True
CUST100299,Female,36.0,Incheon,Basic,12,95400.0,517600.0,3.2,2026-03-24,N,Food,2022-05-22,customer299@example.com,1,30대,High,True
CUST101254,Female,28.0,Gyeonggi,Basic,9,117500.0,404200.0,5.0,2026-06-05,Yes,Food,2021-09-27,customer1254@example.com,1,20대,High,True
CUST100146,Female,33.0,Gyeonggi,Basic,8,117500.0,47900.0,2.3,2026-05-29,Y,Food,2024-04-30,customer146@example.com,0,30대,Low,True
CUST100701,Male,34.0,Busan,Basic,7,124400.0,408900.0,4.3,2026-05-31,Y,beauty,2020-08-10,customer701@example.com,1,30대,High,True
CUST100999,Female,39.0,Gyeonggi,Basic,6,79900.0,257900.0,3.5,2026-04-21,N,Food,2021-05-31,customer999@example.com,0,30대,Medium,True
CUST100590,Female,46.0,Daegu,Silver,10,122600.0,675000.0,3.1,2026-01-30,Y,Food,2021-06-09,customer590@example.com,0,40대,VIP,False
CUST101337,Male,23.0,Unknown,Basic,8,46900.0,92600.0,3.7,2026-05-16,N,Fashion,2025-06-15,customer1337@example.com,0,20대,Low,True
CUST101301,Female,22.0,Gyeonggi,Gold,8,180100.0,335600.0,3.4,2026-04-29,N,Electronics,2021-10-13,customer1301@example.com,1,20대,Medium,True
CUST100103,Male,37.0,Daejeon,Basic,5,69900.0,178900.0,4.2,2026-03-22,N,Food,2025-05-26,customer103@example.com,1,30대,Low,True
CUST100527,Female,41.0,Seoul,Basic,7,50000.0,98800.0,3.3,2026-04-17,N,Home,2022-11-21,customer527@example.com,0,40대,Low,True
CUST100791,Female,34.0,Busan,Silver,12,207400.0,1060425.0,3.3,2026-02-09,Y,Sports,2021-07-04,customer791@example.com,1,30대,VIP,False
CUST101372,Female,25.0,Seoul,Silver,8,59900.0,221100.0,4.6,2026-03-28,N,Food,2025-12-16,customer1372@example.com,1,20대,Medium,True
CUST101218,Female,63.0,Seoul,Gold,8,127200.0,439700.0,4.0,2026-03-06,N,Beauty,2024-07-22,customer1218@example.com,1,60대 이상,High,True
CUST100214,Female,38.0,Seoul,VIP,11,235200.0,811300.0,3.3,2026-06-07,N,Electronics,2023-11-02,customer214@example.com,1,30대,VIP,True
CUST100870,Female,37.0,Unknown,Basic,9,50100.0,163900.0,4.5,2026-03-15,Y,Beauty,2024-02-06,customer870@example.com,0,30대,Low,True
CUST100349,Female,35.0,Seoul,Gold,9,165400.0,814500.0,3.7,2026-05-29,Y,Home,2025-01-31,customer349@example.com,1,30대,VIP,True
CUST101196,Male,39.0,Gyeonggi,Gold,12,91500.0,176900.0,3.8,2026-02-01,Y,Food,2020-10-16,customer1196@example.com,1,30대,Low,False
CUST100961,Female,39.0,Seoul,VIP,9,248412.5,669500.0,3.2,2026-04-21,N,Electronics,2022-01-17,customer961@example.com,0,30대,VIP,True
CUST101258,Female,31.0,Gyeonggi,Basic,3,5000.0,5600.0,3.7,2026-05-31,Y,Home,2024-12-24,customer1258@example.com,0,30대,Low,True
CUST100991,Male,39.0,Seoul,Silver,11,169800.0,389500.0,3.9,2026-01-15,N,Fashion,2023-06-01,customer991@example.com,0,30대,High,False
CUST100598,Male,50.0,Gwangju,Silver,10,126100.0,262700.0,2.2,2026-05-12,N,Beauty,2020-09-14,customer598@example.com,0,50대,Medium,True
CUST100455,Male,34.0,Seoul,Silver,17,116300.0,121000.0,3.0,2026-04-21,Y,Fashion,2025-10-25,customer455@example.com,0,30대,Low,True
CUST100307,Male,39.0,seoul,Gold,7,145300.0,394300.0,2.5,2026-03-07,N,Fashion,2023-08-01,customer307@example.com,0,30대,High,True
CUST100914,Male,34.0,Daejeon,Basic,9,56000.0,52300.0,3.7,2026-03-13,N,Food,2025-11-15,customer914@example.com,0,30대,Low,True
CUST100014,Male,50.0,Daegu,Silver,12,162300.0,1060425.0,4.1,2026-03-06,Y,Electronics,2025-12-21,customer14@example.com,1,50대,VIP,True
CUST100046,Male,26.0,Gwangju,Silver,10,150400.0,460200.0,4.7,2026-05-07,Y,Fashion,2022-07-14,customer46@example.com,1,20대,High,True
CUST101057,Male,31.0,Gyeonggi,Basic,7,103500.0,286300.0,3.3,2026-05-17,N,Food,2025-12-24,customer1057@example.com,0,30대,Medium,True
CUST100592,Female,38.0,Seoul,Silver,11,133800.0,833100.0,4.6,2026-05-28,N,Beauty,2022-02-26,customer592@example.com,1,30대,VIP,True
CUST100625,Female,33.0,Gyeonggi,Silver,10,106500.0,465300.0,4.5,2026-03-07,Y,Home,2025-06-28,customer625@example.com,1,30대,High,True
CUST101043,F,31.0,Seoul,VIP,6,248412.5,777400.0,3.2,2026-05-24,Y,Food,2021-11-13,customer1043@example.com,1,30대,VIP,True
CUST101190,Male,45.0,Gyeonggi,Basic,4,64700.0,118600.0,4.3,2026-05-23,Y,Home,2024-08-11,customer1190@example.com,0,40대,Low,True
CUST100595,Male,42.0,Gyeonggi,Basic,10,143400.0,728100.0,3.0,2026-04-28,N,Food,2021-08-17,customer595@example.com,0,40대,VIP,True
CUST100391,Male,41.0,Seoul,Silver,8,146900.0,406900.0,3.2,2026-05-18,Y,Food,2023-11-27,customer391@example.com,1,40대,High,True
CUST100501,Female,47.0,Daegu,SILVER,11,92600.0,417900.0,4.4,2026-04-28,N,Food,2021-05-15,customer501@example.com,1,40대,High,True
CUST100218,FEMALE,32.0,Seoul,Basic,16,154200.0,475100.0,2.7,2026-05-23,N,Home,2025-06-09,customer218@example.com,1,30대,High,True
CUST100576,Male,42.0,Daejeon,Gold,5,202000.0,390900.0,4.4,2026-04-09,Y,Beauty,2023-04-07,customer576@example.com,1,40대,High,True
CUST100117,Male,28.0,Seoul,Basic,8,48500.0,160000.0,3.7,2026-03-30,n,Electronics,2024-12-09,customer117@example.com,1,20대,Low,True
CUST100766,Male,49.0,Gyeonggi,Gold,7,205300.0,217500.0,4.5,2026-03-08,Y,Home,2021-03-07,customer766@example.com,1,40대,Medium,True
CUST100647,Female,53.0,Incheon,Gold,9,162200.0,485300.0,4.3,2026-04-04,N,Food,2025-04-21,customer647@example.com,1,50대,High,True
CUST101132,Male,18.0,Seoul,Gold,7,129100.0,120300.0,3.5,2026-06-20,N,Fashion,2023-08-14,customer1132@example.com,0,10대 이하,Low,True
CUST100001,Male,60.0,Gyeonggi,Basic,9,106900.0,475000.0,4.2,2026-05-31,N,Home,2024-09-25,customer1@example.com,1,60대 이상,High,True
CUST100061,Female,48.0,Daegu,VIP,15,174800.0,747800.0,3.2,2026-06-25,N,Beauty,2021-09-29,customer61@example.com,1,40대,VIP,True
CUST101460,Male,53.0,Gyeonggi,Silver,10,133400.0,364900.0,3.1,2026-02-19,N,Home,2021-04-26,customer1460@example.com,0,50대,High,False
CUST100325,Female,51.0,Gwangju,Gold,11,198400.0,1060425.0,3.3,2026-01-26,N,Food,2025-11-13,customer325@example.com,1,50대,VIP,False
CUST100019,Male,33.0,Gyeonggi,Basic,9,72100.0,313900.0,3.7,2026-02-12,N,Beauty,2022-03-02,customer19@example.com,0,30대,Medium,False
CUST101200,Female,18.0,Busan,Basic,9,61300.0,196000.0,3.0,2025-12-15,N,Fashion,2025-05-23,customer1200@example.com,0,10대 이하,Medium,False
CUST101056,Female,44.0,Busan,Silver,10,96600.0,450400.0,1.8,2025-12-24,N,Home,2021-02-11,customer1056@example.com,0,40대,High,False
CUST100890,Male,38.0,Busan,Basic,8,71000.0,186500.0,3.6,2026-05-21,Y,Beauty,2023-06-12,customer890@example.com,0,30대,Medium,True
CUST100077,Female,57.0,Gwangju,Silver,17,117500.0,711200.0,2.7,2026-05-05,Y,Electronics,2024-12-09,customer77@example.com,1,50대,VIP,True
CUST100495,Female,50.0,Gyeonggi,Basic,11,108600.0,298300.0,3.7,2026-02-20,N,Sports,2023-03-11,customer495@example.com,1,50대,Medium,False
CUST100780,Unknown,52.0,seoul,Basic,14,21500.0,142600.0,2.1,2026-05-06,N,Food,2022-12-18,customer780@example.com,0,50대,Low,True
CUST100924,Female,38.0,Incheon,Basic,12,126400.0,646800.0,4.4,2026-01-05,Y,Fashion,2021-03-18,customer924@example.com,1,30대,VIP,False
CUST100358,Female,41.0,Gyeonggi,Basic,8,66300.0,120700.0,4.5,2026-04-04,Y,Fashion,2023-09-22,customer358@example.com,0,40대,Low,True
CUST100797,Female,43.0,Incheon,Silver,9,117500.0,322000.0,3.7,2026-06-05,N,Beauty,2024-09-15,customer797@example.com,0,40대,Medium,True
CUST100029,Female,42.0,Daegu,Basic,4,65900.0,1060425.0,3.7,2026-01-12,Y,Electronics,2023-02-17,customer29@example.com,0,40대,VIP,False
CUST101035,Female,40.0,Seoul,Silver,11,137700.0,581100.0,3.8,2026-06-21,Y,Fashion,2022-08-10,customer1035@example.com,1,40대,VIP,True
CUST100012,Female,32.0,Seoul,Basic,8,91500.0,236200.0,4.8,2026-05-03,Y,Fashion,2025-12-18,customer12@example.com,1,30대,Medium,True
CUST100742,Female,42.0,Gyeonggi,Silver,12,117500.0,428500.0,2.1,2026-05-30,N,Home,2023-02-08,customer742@example.com,1,40대,High,True
CUST100387,Female,32.0,Seoul,Basic,6,49700.0,54300.0,2.2,2026-01-17,N,Sports,2024-01-15,customer387@example.com,0,30대,Low,False
CUST100243,Male,23.0,Gyeonggi,Basic,12,54400.0,117200.0,5.0,2026-05-23,N,Food,2024-12-22,customer243@example.com,0,20대,Low,True
CUST100235,Male,18.0,Gyeonggi,Basic,5,28900.0,31300.0,4.8,2026-04-08,N,Fashion,2022-06-24,customer235@example.com,0,10대 이하,Low,True
CUST100453,FEMALE,39.0,Gyeonggi,Gold,12,171200.0,339400.0,3.2,2026-06-24,N,Fashion,2024-08-10,customer453@example.com,1,30대,High,True
CUST100102,Female,56.0,Daejeon,Silver,11,86600.0,198800.0,4.9,2026-06-04,N,Fashion,2021-08-09,customer102@example.com,1,50대,Medium,True
CUST100422,Other,46.0,Gyeonggi,gold,13,133700.0,374300.0,3.6,2026-04-05,n,Beauty,2021-04-19,customer422@example.com,1,40대,High,True
CUST100530,Male,38.0,Gyeonggi,Gold,11,118300.0,439300.0,3.7,2026-03-24,Y,Sports,2022-04-15,customer530@example.com,1,30대,High,True
CUST101145,Male,36.0,Daegu,Basic,9,27100.0,75000.0,3.3,2026-04-19,N,Home,2020-09-18,customer1145@example.com,1,30대,Low,True
CUST100031,Female,52.0,Seoul,Basic,16,117500.0,1060425.0,3.3,2026-03-29,N,Fashion,2024-05-20,customer31@example.com,1,50대,VIP,True
CUST101061,Female,32.0,Daejeon,Basic,12,113000.0,595700.0,4.5,2026-04-24,Y,Sports,2025-02-12,customer1061@example.com,1,30대,VIP,True
CUST100948,Male,29.0,Daejeon,Silver,6,10500.0,23400.0,2.5,2026-03-16,N,fashion,2025-02-01,customer948@example.com,0,20대,Low,True
CUST101195,Male,48.0,Gwangju,Gold,8,112500.0,486700.0,3.3,2026-04-05,N,Food,2025-06-30,customer1195@example.com,1,40대,High,True
CUST100802,Female,56.0,Seoul,Gold,11,144000.0,654000.0,2.3,2026-06-01,Y,Beauty,2021-10-06,customer802@example.com,0,50대,VIP,True
CUST100310,Female,61.0,Incheon,Basic,9,45500.0,92200.0,3.3,2026-06-02,Y,Sports,2025-03-28,customer310@example.com,0,60대 이상,Low,True
CUST100631,Male,39.0,Seoul,Silver,6,66100.0,70600.0,3.8,2026-06-16,N,FASHION,2023-09-14,customer631@example.com,0,30대,Low,True
CUST100543,Female,35.0,Gyeonggi,Basic,6,101700.0,190400.0,3.2,2026-02-27,Y,Electronics,2024-05-27,customer543@example.com,0,30대,Medium,False
CUST100846,Female,36.0,Daejeon,Unknown,9,150800.0,438100.0,2.7,2026-05-29,N,Beauty,2021-05-12,customer846@example.com,1,30대,High,True
CUST100080,Male,23.0,Seoul,Silver,9,154000.0,294700.0,2.4,2026-06-01,Yes,Food,2022-11-16,customer80@example.com,0,20대,Medium,True
CUST100877,Male,31.0,Daegu,Basic,9,117500.0,359600.0,3.1,2026-03-11,N,Fashion,2024-12-07,customer877@example.com,0,30대,High,True
CUST100762,Male,50.0,Seoul,Silver,6,114700.0,229400.0,4.1,2026-06-06,N,Food,2022-12-14,customer762@example.com,0,50대,Medium,True
CUST100149,Female,38.0,Gwangju,Gold,5,240000.0,440500.0,3.4,2026-01-08,Y,Electronics,2024-09-15,customer149@example.com,1,30대,High,False
CUST100718,Female,42.0,Seoul,Silver,11,83400.0,481600.0,3.8,2026-02-19,Y,Home,2022-07-15,customer718@example.com,1,40대,High,False
CUST100584,Male,34.0,Seoul,Basic,16,91800.0,283000.0,3.6,2025-08-29,N,Food,2024-09-13,customer584@example.com,1,30대,Medium,False
CUST100689,Male,50.0,Gyeonggi,Silver,7,61200.0,136300.0,3.6,2026-06-04,N,Food,2024-08-17,customer689@example.com,0,50대,Low,True
CUST100951,Female,40.0,Busan,Basic,11,89600.0,571000.0,2.3,2026-03-02,Y,Food,2023-12-19,customer951@example.com,1,40대,VIP,False
CUST100707,Female,29.0,Seoul,Basic,6,95300.0,184900.0,4.5,2026-05-28,Yes,Beauty,2021-08-24,customer707@example.com,0,20대,Low,True
CUST100032,Male,54.0,Daegu,Silver,9,125800.0,585100.0,3.4,2026-05-19,n,Fashion,2025-10-05,customer32@example.com,1,50대,VIP,True
CUST100674,Male,51.0,Daegu,Basic,13,73700.0,157500.0,3.8,2026-03-12,N,Sports,2024-10-25,customer674@example.com,1,50대,Low,True
CUST100068,Female,47.0,Daejeon,VIP,9,248412.5,717100.0,3.1,2026-05-13,N,Home,2025-12-11,customer68@example.com,1,40대,VIP,True
CUST100216,Male,39.0,Incheon,Gold,9,188000.0,742200.0,4.0,2026-06-01,N,Home,2023-05-16,customer216@example.com,1,30대,VIP,True
CUST101454,Female,33.0,Unknown,Basic,9,125600.0,549200.0,3.4,2026-04-20,Yes,Beauty,2020-08-13,customer1454@example.com,0,30대,VIP,True
CUST100557,Male,31.0,Gwangju,Gold,3,137100.0,289900.0,5.0,2026-05-18,N,Home,2024-08-20,customer557@example.com,1,30대,Medium,True
CUST100650,Female,22.0,Daejeon,Basic,8,72200.0,131200.0,4.0,2026-04-21,N,Fashion,2022-12-28,customer650@example.com,0,20대,Low,True
CUST100118,Female,58.0,Seoul,VIP,8,135300.0,134900.0,3.0,2026-01-19,Y,Fashion,2023-12-09,customer118@example.com,1,50대,Low,False
CUST100417,Female,35.0,Daegu,Basic,14,119800.0,679800.0,4.6,2026-03-26,Y,Electronics,2021-09-18,customer417@example.com,1,30대,VIP,True
CUST100832,Female,53.0,Gyeonggi,Gold,11,74400.0,265800.0,5.0,2026-05-11,N,Sports,2021-07-27,customer832@example.com,1,50대,Medium,True
CUST101157,Female,36.0,Seoul,Basic,9,58900.0,55000.0,1.7000000000000002,2026-05-09,Y,Food,2025-11-26,customer1157@example.com,0,30대,Low,True
CUST100639,Male,38.0,Gyeonggi,Basic,17,131200.0,661800.0,2.5,2026-05-12,Y,Home,2024-03-01,customer639@example.com,1,30대,VIP,True
